Inventory ID,Department or Division,Dataset Name,Dataset Description,Data Classification,Value,Department Priority,Date Added to Inventory,Publishing Status,Dataset ID,Dataset Link,Date Published,Category,Publishing Approach,Update Frequency,field_names,monthly_views,days_since_data_update,days_overdue,data_last_changed_dt,data_processed_at,data_as_of,data_loaded_at
DPH-0053,Public Health,Unintentional Drug Overdose Death Rate by Race/Ethnicity,"<strong>A. SUMMARY</strong> 
This dataset includes unintentional drug overdose death rates by race/ethnicity by year. This dataset is created using data from the California Electronic Death Registration System (CA-EDRS) via the Vital Records Business Intelligence System (VRBIS). Substance-related deaths are identified by reviewing the cause of death. Deaths caused by opioids, methamphetamine, and cocaine are included. Homicides and suicides are excluded. Ethnic and racial groups with fewer than 10 events are not tallied separately for privacy reasons but are included in the “all races” total.   

Unintentional drug overdose death rates are calculated by dividing the total number of overdose deaths by race/ethnicity by the total population size for that demographic group and year and then multiplying by 100,000. The total population size is based on estimates from the <u><a href=""https://www.census.gov/data/tables/time-series/demo/popest/2020s-counties-detail.html"">US Census Bureau County Population Characteristics for San Francisco, 2022 Vintage</a></u> by age, sex, race, and Hispanic origin. 

These data differ from the data shared in the <u><a href=""https://data.sfgov.org/dataset/Preliminary-Accidental-Drug-Overdose-Deaths/jxrr-bmra""> Preliminary Unintentional Drug Overdose Death by Year dataset </a></u> since this dataset uses finalized counts of overdose deaths associated with cocaine, methamphetamine, and opioids only.  

<strong>B. HOW THE DATASET IS CREATED</strong> 
This dataset is created by copying data from the <u><a href=""https://www.csuhsf.org/substance-use-trends-san-francisco"">Annual Substance Use Trends in San Francisco report</a></u> from the San Francisco Department of Public Health Center on Substance Use and Health. 

<strong>C. UPDATE PROCESS</strong> 
This dataset will be updated annually, typically at the end of the year. 

<strong>D. HOW TO USE THIS DATASET</strong> 
N/A  

<strong>E. RELATED DATASETS</strong> 
<u><a href=""https://data.sfgov.org/d/ed3a-sn39"">Overdose-Related 911 Responses by Emergency Medical Services</a></u> 
<u><a href=""https://data.sfgov.org/d/jxrr-bmra"">Preliminary Unintentional Drug Overdose Deaths</a></u> 
<u><a href=""https://data.sfgov.org/d/ubf6-e57x"">San Francisco Department of Public Health Substance Use Services</a></u>

<strong>F. CHANGE LOG</strong> 
<UL><LI>12/16/2024 - Updated with 2023 data. Asian/Pacific Islander race/ethnicity group was changed to Asian. 
<LI>12/16/2024 - Past year totals by race/ethnicity were revised after obtaining accurate race/ethnicity for some decedents that were previously marked as “unknown” race/ethnicity.",Level 4 - Protected,High,Unassigned,2023-09-06T00:00:00Z,Published,k4g8-b3sf,https://data.sfgov.org/d/k4g8-b3sf,09/06/2023,Health and Social Services,Automated,Annually,"race_ethnicity, year, overdose_death_rate, overdose_death_count, population_size, data_as_of, data_loaded_at",111,156,,2025-08-15T19:35:11Z,2026-01-18T00:00:00Z,2025-12-19T13:48:17Z,2026-01-18T19:13:25Z
MTA-0079,Municipal Transportation Agency,Parking Control Office Beats,"Beat boundaries for parking control officers. Manually created based on SF Police Dept beat boundaries. Updated very infrequently. As of 2015, current study underway to reconsider beat boundaries and deployment of PCOs.",Level 1 - Public,High,Priority 1,2015-11-12T00:00:00Z,Published,jc6y-96en,https://data.sfgov.org/d/jc6y-96en,10/13/2023,Transportation,Manual,As needed,"object_id, beat_name, last_edited_date, geom",,828,,2023-10-13T19:22:29Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0125,Municipal Transportation Agency,Slow Streets,"<strong>A. SUMMARY</strong>
This data shows the locations of slow streets designated as part of the SFMTA response to sheltering in place and supporting essential movement throughout San Francisco.

<strong>B. HOW THE DATASET IS CREATED</strong>
The data was created using the city's centerline (CNN) shapefile. Using the Slow Street extents, polylines from the CNN data were queried out. Additional fields were added to give the segments various attributes related to the Slow Streets program.

<strong>C. UPDATE PROCESS</strong>
As-needed.

<strong>D. HOW TO USE THIS DATASET</strong>
This data is mainly used to show the extent of Slow Streets implemented as part of the SFMTA's Slow Streets program. Each record is a block of Slow Street.",Level 1 - Public,Medium,Priority 2,2021-03-25T00:00:00Z,Published,hkz3-itiu,https://data.sfgov.org/d/hkz3-itiu,03/26/2021,Transportation,Automated,Weekly,"objectid, shape, classcode, cnn, f_node_cnn, f_st, layer, nhood, oneway, st_type, street, streetname, t_st, zip_code, slw_st, length, extents, status, phase, install_date, agency, type, created_date, last_edited_date, supervisor_district, data_as_of, data_loaded_at, active, accepted, t_node_cnn",102,731,724,2024-01-18T23:33:38Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
POL-0001,Police Department,Police Department Incident Reports: Historical 2003 to May 2018,"For up to date data starting in 2018, please go to the new dataset at: https://data.sfgov.org/d/wg3w-h783

As of May 2018, the feed from the legacy mainframe CABLE was discontinued. It was extremely prone to issues and caused many delays in data accessibility. The new dataset linked above comes from the Crime Data Warehouse, a more reliable data system maintained by the Police Department.

This data will undergo a minor update to conform more closely to the schema of the new dataset. We will post a change notice when that work is planned. This change will not include adding new fields or backfilling data. It is provided as is. We are keeping data from the two systems separate to make it transparent to data users that there were fundamental changes.",Level 3 - Sensitive,High,Priority 2,2015-04-30T00:00:00Z,Published,tmnf-yvry,https://data.sfgov.org/d/tmnf-yvry,02/24/2012,Public Safety,Manual,Not updated (historical only),"pdid, incidntnum, incident_code, category, descript, dayofweek, date, time, pddistrict, resolution, address, x, y, location, :@computed_region_6qbp_sg9q, :@computed_region_qgnn_b9vv, :@computed_region_26cr_cadq, :@computed_region_ajp5_b2md, :@computed_region_yftq_j783, :@computed_region_p5aj_wyqh, :@computed_region_rxqg_mtj9, :@computed_region_bh8s_q3mv, :@computed_region_fyvs_ahh9, :@computed_region_9dfj_4gjx, :@computed_region_n4xg_c4py, :@computed_region_4isq_27mq, :@computed_region_fcz8_est8, :@computed_region_pigm_ib2e, :@computed_region_9jxd_iqea, :@computed_region_6pnf_4xz7, :@computed_region_6ezc_tdp2, :@computed_region_h4ep_8xdi, :@computed_region_nqbw_i6c3, :@computed_region_2dwj_jsy4, :@computed_region_jwn9_ihcz, data_loaded_at",7714,212,,2025-06-20T20:13:54Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
FIR-0021,Fire Department,Fire Address Database,"<strong>A. SUMMARY</strong>
This dataset is a replication of the addresses used for Fire Department permitting and incidents. 

<strong>B. HOW THE DATASET IS CREATED</strong>
This dataset is created from pulling addresses from EAS and adding additional Fire-specific addresses for their use case. 

<strong>C. UPDATE PROCESS</strong>
This data is pulled daily from the Fire Oracle Database.

<strong>D. HOW TO USE THIS DATASET</strong>
This dataset is internal only. Do not use this dataset unless given permission from the Fire Department for your use case. 

<strong>E. RELATED DATASETS</strong>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Fire-Permits/893e-xam6/about_data"">Fire Permits</a></u>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Fire-Inspections/wb4c-6hwj/about_data"">Fire Inspections</a></u>

<strong>F. KNOWN USES (please add)</strong>
- Comparing the Fire Database to the EAS and understanding how many non-EAS addresses are utilized",Level 1 - Public,Medium,Priority 2,2023-08-01T00:00:00Z,Internal,,,,,,,"address_type, from_street_no, to_street_no, street, city, st, zip, unit_id, block, lot, battalion, fp_district, station, mbl, eas_id, data_as_of, data_loaded_at",,0,,2026-01-18T10:17:09Z,2026-01-18T00:00:00Z,2025-10-14T13:55:36Z,2026-01-18T19:13:25Z
PRT-0013,Port,Pier 70 Risk Management Zone boundaries,,Level 1 - Public,Medium,Priority 2,2025-01-10T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0085,Technology,Fire Prevention Districts,Fire Prevention Districts,Level 1 - Public,Medium,Priority 2,2017-07-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CIT-0006,Committee on Information Technology (COIT),Department Technology Projects exceeding $100k,,Level 2 - Internal Use,Medium,Priority 2,2024-12-12T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ADM-0050,City Administrator’s Office,Capital Plan Spreadsheet,"The Master Capital Plan Workbook aggregates FRRM renewal data, and CPRd enhancement data, to generate the financial tables and charts for each chapter of the Capital Plan.",Level 1 - Public,Medium,Priority 2,2015-06-01T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CPC-0141,Planning,Accessory Dwelling Units (ADU),ADU map. Parcels that may be eligible for adding at least one accessory dwelling unit. More information can be found here: http://sf-planning.org/accessory-dwelling-units.,Level 1 - Public,Medium,Priority 2,2016-05-11T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DPH-0062,Public Health,"Areas of Vulnerability, 2016","These geographic designations were created to define geographic areas within San Francisco that have a higher density of vulnerable populations. These geographic designations will be used for the Health Care Services Master Plan and DPH's Community Health Needs Assessment. 
 
aov_fin - 1 = YES 
aov_fin - 0 = NO 
 
AOV's were defined using 2012-2016 ACS data at the census tract level and the following criteria: 
 
1)      Top 1/3rd for < 200% poverty or < 400% poverty & top 1/3rd for persons of color OR 
2)      Top 1/3rd for < 200% poverty or < 400% poverty & top 1/3rd for youth or seniors (65+) OR 
3)      Top 1/3rd for < 200% poverty or < 400% poverty & top 1/3rd for 2 other categories (unemployment, high school or less, limited English proficiency persons, linguistically isolated households, or disability) 
 
Tracts that had unstable data for an indicator were automatically given zero credit for that indicator. That is why two language variables are included in the bonus group, because there tend to be a high number of tracts with unstable data for language variables.",Level 1 - Public,Low,Priority 2,2023-11-06T00:00:00Z,Internal,,,,,,,,,2838,,2018-04-12T15:17:19Z,2026-01-18T00:00:00Z,2025-08-27T10:53:07Z,2026-01-18T19:13:25Z
MTA-0048,Municipal Transportation Agency,Schedule Data,Schedule data eneral in the Transit Feed Specification format.,Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0007,Technology,California State Assembly Districts,California State Assembly Districts,Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0102,Ethics Commission,Gifts Of Travel,"Under San Francisco Campaign & Governmental Conduct Code Section 3.216(d) elected officers are required to file the Gifts of Travel form before accepting a gift of transportation, lodging, or subsistence for any out-of-state travel that is paid for in part by an individual or entity other than the City and County of San Francisco, another governmental body, or a bona-fide educational institution as defined in section 203 of the Revenue and Taxation Code, or that is paid for by the City in whole or in part with funds donated by any of those individuals or entities. An elected officer who reimburses an individual or entity for a gift of transportation, lodging or subsistence related to out-of-state travel must also file this form within 30 days of the reimbursement. For more information visit www.sfethics.org.

Each row on this table represents the contents of a Gifts of Travel form filed with the Ethics Commission.  There are two sub-tables of information on the Gifts of Travel form: Accompanying Persons and Contributors.  These sub-tables are provided in JSON format in the ""AccompanyingPersons"" and ""Contributors"" fields.  The same information may also be accessed via the endpoints provided in ""AccompanyingPersonsSubTableQuery"" and ""ContributorsSubTableQuery"" fields to separate datasets: Accompanying Persons ( https://data.sfgov.org/City-Management-and-Ethics/Gifts-of-Travel-Accompanying-Individuals/gqui-q3n5 )Contributors ( https://data.sfgov.org/City-Management-and-Ethics/Gifts-of-Travel-Contributors/hpj3-vnwh ).  Join the this dataset with the sub-tables using the DocuSignID.

This dataset includes filings from March 2018 to the present.  For historic filings, see https://data.sfgov.org/d/uqhk-vesf.",Level 1 - Public,Medium,Priority 2,2018-03-22T00:00:00Z,Published,snqf-y894,https://data.sfgov.org/d/snqf-y894,12/06/2017,City Management and Ethics,Automated,As needed,"docusignid, filing, filingtype, originalfilingdate, electedofficername, electedofficerposition, electedofficeremail, timestamp, purposetrip, startdate, enddate, itinerary, entityname, entitystreet, entitycity, entitystate, entityzip, entitycontactpersonname, entitycontactpersontelephone, entitycontactpersonemail, amountgifted, amountfamilymembers, amountreimbursed, reimbursementtype, reimbursementdate, fairmarketvalueprocess, accompanyingpersonssubtablequery, additionalaccompanyingperson, contributorssubtablequery, additionalcontributors",63,31,,2025-12-18T01:12:51Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
